Date,longitude,latitude,VV,VH,NDVI
26/12/2017,-6.913036267,58.7266404,0.019201543,0.001232826,0.16243654
26/12/2017,-6.74047708,58.72372957,0.015786903,0.00111868,0.07378366
26/12/2017,-6.56795338,58.72058788,0.027564052,0.001373148,0.47044918
26/12/2017,-6.395467863,58.7172154,0.025595138,0.001168163,0.09395572
26/12/2017,-6.22302322,58.71361226,0.023334745,9.62E-04,0.09395572
26/12/2017,-6.050622138,58.70977857,0.023260262,9.41E-04,0.1091154
26/12/2017,-5.878267301,58.70571444,0.026958313,9.80E-04,0.09474412
26/12/2017,-5.705961388,58.70142001,0.035559013,0.001066155,0.09474412
26/12/2017,-5.533707073,58.69689542,0.024694107,0.001437513,0.035469275
26/12/2017,-5.361507024,58.69214081,0.026612071,0.001224969,0.040309936
26/12/2017,-5.189363907,58.68715633,0.03416605,0.001320433,0.040309936
26/12/2017,-5.017280379,58.68194214,0.030055286,0.001175296,0.040309936
26/12/2017,-4.845259092,58.67649841,0.038734123,0.001387438,0.01583623
26/12/2017,-4.673302693,58.6708253,0.051227674,0.001539694,0.01583623
26/12/2017,-4.501413822,58.66492301,0.05662251,0.001634018,0.01583623
26/12/2017,-4.329595114,58.65879172,0.059270702,0.001856162,0.07707827
26/12/2017,-4.157849194,58.65243161,0.06393155,0.001998324,0.07707827
26/12/2017,-7.607161184,58.64618899,0.012294187,5.58E-04,0.04976717
26/12/2017,-7.434930238,58.6442095,0.011474031,4.56E-04,0.04976717
26/12/2017,-7.262723758,58.64199961,0.010752814,4.84E-04,0.04976717
26/12/2017,-7.090544426,58.63955939,0.013892924,0.001303879,0.16243654
26/12/2017,-6.918394926,58.63688893,0.017282927,0.00110961,0.16243654
26/12/2017,-6.746277935,58.6339883,0.022832058,0.00126913,0.07378366
26/12/2017,-6.574196132,58.63085761,0.031318754,0.00132276,0.47044918
26/12/2017,-6.402152187,58.62749694,0.025349481,0.001102033,0.09395572
26/12/2017,-6.230148771,58.62390641,0.021569839,9.73E-04,0.09395572
26/12/2017,-6.058188547,58.62008613,0.022439528,9.58E-04,0.053290643
26/12/2017,-5.886274177,58.61603623,0.024977628,0.001066054,0.09474412
26/12/2017,-5.714408318,58.61175682,0.031550653,0.001201166,0.09474412
26/12/2017,-5.54259362,58.60724805,0.022900984,0.001609627,0.035469275
26/12/2017,-5.370832731,58.60251007,0.046838038,0.002323181,0.040309936
26/12/2017,-5.199128292,58.59754301,0.031824663,0.001771625,0.040309936
26/12/2017,-5.027482939,58.59234704,0.034327358,0.002015728,0.040309936
26/12/2017,-4.855899303,58.58692232,0.071495235,0.012776726,0.01583623
26/12/2017,-4.684380007,58.58126903,0.04360043,0.001930085,0.01583623
26/12/2017,-4.512927671,58.57538735,0.20352186,0.019716814,0.01583623
26/12/2017,-4.341544906,58.56927745,0.07944888,0.002439948,0.07707827
26/12/2017,-4.170234317,58.56293953,1.42E-05,7.81E-06,0.07707827
26/12/2017,-7.61072673,58.55640343,0.012245613,6.68E-04,0.04170192
26/12/2017,-7.438936268,58.55443086,0.011033177,5.46E-04,0.04976717
26/12/2017,-7.267170063,58.5522287,0.012929797,6.24E-04,0.04976717
26/12/2017,-7.095430779,58.54979702,0.014848452,0.001406576,0.16243654
26/12/2017,-6.923721073,58.5471359,0.019044299,0.00135054,0.16243654
26/12/2017,-6.752043604,58.54424541,0.023205834,0.001304883,0.07378366
26/12/2017,-6.580401024,58.54112566,0.027514135,0.001225061,0.47044918
26/12/2017,-6.408795983,58.53777675,0.025354778,9.99E-04,0.09395572
26/12/2017,-6.237231128,58.53419876,0.018564759,9.67E-04,0.09395572
26/12/2017,-6.065709102,58.53039183,0.020346291,9.20E-04,0.053290643
26/12/2017,-5.894232543,58.52635608,0.029987674,0.001098917,0.053651784
26/12/2017,-5.722804085,58.52209162,0.035029672,0.001087617,0.09474412
26/12/2017,-5.551426358,58.51759859,0.032063954,0.002098627,0.035469275
26/12/2017,-5.380101986,58.51287714,0.041747347,0.002100609,0.040309936
