Date,longitude,latitude,VV,VH,NDVI
25/12/2017,1.837031102,58.64860855,0.025310876,0.001512478,0.028401826
25/12/2017,2.009309371,58.65004996,0.022873104,9.56E-04,0.028401826
25/12/2017,1.668189218,58.5571489,9.81E-06,3.51E-06,0.028401826
25/12/2017,1.840008571,58.558815,0.023609888,0.001239797,0.028401826
25/12/2017,2.011845958,58.56025136,0.019935578,7.85E-04,0.025867673
25/12/2017,1.671586713,58.46735982,0.02021975,0.001868193,0.028401826
25/12/2017,1.842968005,58.46902009,0.019284094,0.001190983,0.028401826
25/12/2017,2.01436718,58.47045144,0.015952576,7.51E-04,0.025867673
25/12/2017,1.67496368,58.37756934,0.018380761,0.001526328,0.028401826
25/12/2017,1.845909557,58.37922382,0.016516235,9.76E-04,0.028401826
25/12/2017,2.016873165,58.38065018,0.016574545,6.80E-04,0.025867673
25/12/2017,1.678320293,58.28777748,0.014050769,0.001441403,0.028401826
25/12/2017,1.848833376,58.2894262,0.014688022,8.77E-04,0.028401826
25/12/2017,2.019364042,58.29084758,0.017616618,7.64E-04,0.025867673
25/12/2017,1.681656721,58.19798422,0.015082225,0.00136291,0.028401826
25/12/2017,1.851739611,58.19962721,0.015033109,8.08E-04,0.0252371
25/12/2017,2.021839938,58.20104365,0.01725965,6.27E-04,0.025867673
25/12/2017,1.684973133,58.10818957,0.017676992,0.001241753,0.0222096
25/12/2017,1.854628409,58.10982685,0.017346822,8.86E-04,0.0252371
25/12/2017,2.024300977,58.11123838,0.01984975,7.72E-04,0.025867673
25/12/2017,1.51905916,58.016537,9.55E-06,5.22E-06,0.034249663
25/12/2017,1.688269696,58.01839353,0.015421158,0.001136496,0.034589116
25/12/2017,1.857499916,58.02002514,0.015689924,7.80E-04,0.037366755
25/12/2017,2.026747284,58.02143177,0.01863947,6.24E-04,0.043720532
25/12/2017,1.522758396,57.92674599,0.015108656,0.001660267,0.03997982
25/12/2017,1.691546575,57.9285961,0.016111659,9.91E-04,0.032447737
25/12/2017,1.860354275,57.93022206,0.019645143,8.34E-04,0.02216262
25/12/2017,2.029178981,57.93162382,0.020176407,7.23E-04,0.044358924
25/12/2017,1.526435597,57.83695355,0.019303678,0.001844888,0.020729573
25/12/2017,1.694803933,57.83879727,0.020249184,0.001147253,0.034985423
25/12/2017,1.863191629,57.84041761,0.02296867,8.45E-04,0.03809789
25/12/2017,2.031596189,57.84181453,0.021686615,7.07E-04,0.021938946
25/12/2017,1.530090946,57.74715969,0.019632157,0.001430303,-0.33333334
25/12/2017,1.698041931,57.74899704,0.018912394,9.57E-04,0.024836984
25/12/2017,1.866012117,57.75061179,0.019460974,7.70E-04,0.031886026
25/12/2017,2.033999028,57.75200389,0.020540526,6.61E-04,0.025534213
25/12/2017,1.533724623,57.6573644,0.016928013,0.00154718,0.010238908
25/12/2017,1.701260729,57.65919542,0.017612569,9.58E-04,-0.5833333
25/12/2017,1.868815878,57.66080461,0.01825576,7.28E-04,0.004273505
25/12/2017,2.036387616,57.66219191,0.01840277,6.02E-04,0.03739747
25/12/2017,1.87160305,57.57099605,0.019317359,7.63E-04,-0.2073922
25/12/2017,2.03876207,57.57237858,0.018722462,6.49E-04,-0.71428573
25/12/2017,1.534684344,57.58914447,0.019468863,0.001299584,-0.6
25/12/2017,1.371494054,57.49730398,4.27E-04,8.19E-05,0.28421053
25/12/2017,1.538284702,57.49934673,0.019720292,0.001406453,-0.008196721
25/12/2017,1.705096562,57.50116905,0.020637311,0.001071466,0.016307512
25/12/2017,1.871927217,57.50277087,0.022281114,8.76E-04,-0.16666667
25/12/2017,2.038774249,57.50415214,0.021361252,6.90E-04,-0.23655292
25/12/2017,1.375481187,57.40751182,0.019681806,0.002107609,0.024655245
25/12/2017,1.541863848,57.40954757,0.019290179,0.001160831,0.06451613
25/12/2017,1.708267549,57.41136363,0.02032388,9.80E-04,0
25/12/2017,1.874689891,57.41295995,0.020938031,8.00E-04,-0.12195122
25/12/2017,2.041128477,57.41433648,0.02028356,7.09E-04,-0.11392405
25/12/2017,1.379444885,57.3177182,0.017348096,0.002105655,0.25566342
25/12/2017,1.545421955,57.31974697,0.017983695,0.001293528,0.065162905
25/12/2017,1.711419893,57.32155681,0.020000184,0.001001324,0.30177516
25/12/2017,1.877436322,57.32314766,0.020162143,7.80E-04,0.01876303
25/12/2017,2.043468862,57.32451948,0.020838838,6.65E-04,0.03940582
25/12/2017,1.383385338,57.22792311,0.017881881,0.001488531,0.017998418
25/12/2017,1.548959193,57.22994494,0.0190918,0.001050359,0.03235451
25/12/2017,1.714553747,57.23174859,0.019221373,8.43E-04,0.009068426
25/12/2017,1.880166642,57.233334,0.02094657,7.12E-04,0.009133965
25/12/2017,2.045795517,57.23470112,0.027020257,7.82E-04,0.014100083
25/12/2017,1.387302736,57.13812655,0.019454435,0.001497813,-0.00954766
25/12/2017,1.552475732,57.14014148,0.0178479,0.001061488,0.050938338
25/12/2017,1.71766926,57.14193896,0.02034741,9.01E-04,0.3529412
25/12/2017,1.88288098,57.14351896,0.02465662,8.58E-04,0.052525252
25/12/2017,2.048108552,57.14488141,0.029092465,8.59E-04,0.02444387
25/12/2017,1.391197264,57.04832853,0.01812438,0.001300707,0.03231422
25/12/2017,1.555971739,57.05033658,0.021149617,0.001093619,0.019157566
25/12/2017,1.72076658,57.05212794,0.023333892,9.03E-04,0.025260197
25/12/2017,1.885579467,57.05370254,0.026579222,7.77E-04,0.062349156
25/12/2017,2.050408078,57.05506034,0.028848886,8.42E-04,0.021870753
25/12/2017,1.230713337,56.95631193,0.009198171,0.001040459,0.03416797
25/12/2017,1.395069106,56.95852905,0.018763594,0.001329681,0.012226664
25/12/2017,1.559447378,56.96053026,0.019049738,9.81E-04,0.04253014
25/12/2017,1.723845854,56.96231551,0.023641199,9.68E-04,0.045001574
25/12/2017,1.88826223,56.96388474,0.026021011,8.63E-04,0.052069426
25/12/2017,2.052694204,56.96523792,0.028516997,8.82E-04,0.025905069
25/12/2017,1.234956397,56.86651852,0.01982442,0.001978531,0.007045475
25/12/2017,1.398918444,56.86872809,0.020339083,0.001298279,0.054407254
25/12/2017,1.562902815,56.87072249,0.023629429,0.001070041,0.027429806
25/12/2017,1.726907226,56.87250167,0.023265684,8.52E-04,0.040898617
25/12/2017,1.890929395,56.87406557,0.02539798,8.00E-04,0.037258863
25/12/2017,2.054967037,56.87541414,0.029509533,8.07E-04,0.02167032
25/12/2017,1.239174854,56.7767236,0.023064822,0.001757806,0.020438332
